name,iata_code,iso_region,type
Uru Harbour Airport,ATD,SB-ML,small_airport
Barakoma Airport,VEV,SB-WE,small_airport
Geva Airport,GEF,SB-WE,small_airport
Angoram Airport,AGG,PG-ESW,small_airport
Gwaunaru'u Airport,AKS,SB-ML,small_airport
Bellona/Anua Airport,BNY,SB-RB,small_airport
Choiseul Bay Airport,CHY,SB-CH,small_airport
Ballalae Airport,BAS,SB-WE,small_airport
Fera/Maringe Airport,FRE,SB-IS,small_airport
Honiara International Airport,HIR,SB-CT,medium_airport
Babanakira Airport,MBU,SB-GU,small_airport
Avu Avu Airport,AVU,SB-GU,small_airport
Ngorangora Airport,IRA,SB-MK,small_airport
Santa Cruz/Graciosa Bay/Luova Airport,SCZ,SB-TE,small_airport
Munda Airport,MUA,SB-WE,medium_airport
Nusatupe Airport,GZO,SB-WE,small_airport
Mono Airport,MNY,SB-WE,small_airport
Parasi Airport,PRS,SB-ML,small_airport
Ontong Java Atoll Airstrip,OTV,SB-ML,closed
Rennell/Tingoa Airport,RNL,SB-RB,small_airport
Sege Airport,EGM,SB-WE,small_airport
Santa Ana Airport,NNB,SB-MK,small_airport
Marau Airport,RUS,SB-GU,small_airport
Suavanao Airport,VAO,SB-IS,small_airport
Yandina Airport,XYA,SB-CE,small_airport
Kagua Airport,AGK,PG-SHM,small_airport
Kaghau Airport,KGE,SB-CH,small_airport
Kukudu Airport,KUE,SB-WE,small_airport
Kwailabesi Airport,KWS,SB-ML,small_airport
Wanigela Airport,AGL,PG-NPP,small_airport
Nana Airport,NAZ,SB-MK,small_airport
Ringi Cove Airport,RIN,SB-WE,small_airport
Ramata Airport,RBV,SB-WE,small_airport
Tulaghi Heliport,TLG,SB-CE,heliport
Argyle Downs Airport,AGY,AU-WA,small_airport
Hongyuan Airport,AHJ,CN-51,medium_airport
Amchitka Army Airfield,AHT,US-AK,closed
Ambatolhy Airport,AHY,MG-U,small_airport
Aiome Airport,AIE,PG-MPM,small_airport
Aiambak Airport,AIH,PG-WPD,small_airport
Ailinglaplap Airok Airport,AIC,MH-ALL,small_airport
Chena Hot Springs Airport,CEX,US-AK,small_airport
Solomon State Field,SOL,US-AK,small_airport
Herendeen Bay Airport,HED,US-AK,small_airport
Taylor Airport,TWE,US-AK,small_airport
Tikchik Lodge Seaplane Base,KTH,US-AK,seaplane_base
Naukati Bay Seaplane Base,NKI,US-AK,seaplane_base
Lonely Air Station,LNI,US-AK,small_airport
Candle 2 Airport,CDL,US-AK,small_airport
Amook Bay Seaplane Base,AOS,US-AK,seaplane_base
Bartletts Airport,BSZ,US-AK,small_airport
Boswell Bay Airport,BSW,US-AK,small_airport
Zakuoma Airport,AKM,TD-SA,small_airport
Sharpe Field,TGE,US-AL,small_airport
Alitak Seaplane Base,ALZ,US-AK,seaplane_base
Mar de CortÃ©s International Airport,PPE,MX-SON,small_airport
Alto Molocue Airport,AME,MZ-Q,small_airport
Ama Airport,AMF,PG-ESW,small_airport
Amanab Airport,AMU,PG-SAN,small_airport
Ambatomainty Airport,AMY,MG-M,small_airport
Anuha Island Resort Airport,ANH,SB-CE,closed
Nauru International Airport,INU,NR-14,medium_airport
Angus Downs Airport,ANZ,AU-NT,small_airport
Andulo Airport,ANL,AO-BIE,small_airport
Cangamba Airport,CNZ,AO-MOX,small_airport
Dirico Airport,DRC,AO-CCU,small_airport
Lumbala Airport,GGC,AO-MOX,small_airport
Jamba Airport,JMB,AO-HUA,small_airport
Capanda Airport,KNP,AO-MAL,small_airport
Ndalatandos Airport,NDF,AO-CNO,small_airport
Aroa Airport,AOA,PG-CPM,closed
Annanberg Airport,AOB,PG-MPM,small_airport
Abou-DeÃ¯a Airport,AOD,TD-SA,small_airport
Asapa Airport,APP,PG-NPP,small_airport
April River Airport,APR,PG-ESW,small_airport
Troll Airfield,QET,AQ-U-A,small_airport
Girdwood Airport,AQY,US-AK,small_airport
Bragado Airport,QRF,AR-B,small_airport
Caleta Olivia Airport,CVI,AR-Z,small_airport
Charata Airport,CNT,AR-H,small_airport
General Villegas Airport,VGS,AR-B,small_airport
Los Menucos Airport,LMD,AR-R,small_airport
Saenz PeÃ±a Airport,SZQ,AR-H,closed
Valcheta Airport,VCF,AR-R,small_airport
Sunchales Aeroclub Airport,NCJ,AR-S,small_airport
Carmen De Patagones Airport,CPG,AR-B,small_airport
Termal Airport,PRQ,AR-H,small_airport
Colonia Sarmiento Airport,OLN,AR-U,small_airport
Aragip Airport,ARP,PG-MBA,small_airport
Asbury Park Neptune Air Terminal,ARX,US-NJ,closed
Tau Airport,TAV,AS-U-A,small_airport
Asirim Airport,ASZ,PG-WBK,small_airport
Namatanai Airport,ATN,PG-NIK,small_airport
Aitape Airport,ATP,PG-SAN,small_airport
Lady Elliot Island Airstrip,LYT,AU-QLD,small_airport
Agnew Airport,AGW,AU-QLD,small_airport
Alroy Downs Airport,AYD,AU-NT,small_airport
Baniyala Airport,BYX,AU-NT,small_airport
Coolibah Airport,COB,AU-NT,small_airport
Coorabie Airport,CRJ,AU-SA,small_airport
Carlton Hill Airport,CRY,AU-WA,small_airport
Cresswell Downs Airport,CSD,AU-NT,small_airport
Diamantina Lakes Airport,DYM,AU-QLD,small_airport
Hayman Island Resort Seaplane Base,HIS,AU-QLD,seaplane_base
Helenvale Airport,HLV,AU-QLD,small_airport
Kimberley Downs Airport,KBD,AU-WA,small_airport
Kulgera Airport,KGR,AU-NT,small_airport
Miranda Downs Airport,MWY,AU-QLD,small_airport
Camballin Airport,MYO,AU-WA,small_airport
Orchid Beach Airport,OKB,AU-QLD,small_airport
Peppimenarti Airport,PEP,AU-NT,small_airport
Rockhampton Downs Airport,RDA,AU-NT,small_airport
Sturt Creek Airport,SSK,AU-WA,small_airport
Shaw River Airport,SWB,AU-WA,small_airport
Tom Price Airport,TPR,AU-WA,small_airport
Torwood Airport,TWP,AU-QLD,small_airport
Springvale Airport,ZVG,AU-WA,small_airport
Aua Island Airport,AUI,PG-MRL,small_airport
Ambunti Airport,AUJ,PG-ESW,small_airport
Agaun Airport,AUP,PG-MBA,small_airport
Aumo Airport,AUV,PG-WBK,small_airport
Alowe Airport,AWE,GA-3,small_airport
Awar Airport,AWR,PG-MPM,closed
Alxa Left Banner Bayanhot Airport,AXF,CN-15,medium_airport
Kompiam Airport,KPM,PG-EPW,small_airport
Buka Airport,BUA,PG-NSB,medium_airport
Biaru Airport,BRP,PG-MPL,small_airport
Chimbu Airport,CMU,PG-CPK,medium_airport
Munduku Airport,MDM,PG-ESW,small_airport
Kondobol Airport,KPF,PG-WPD,small_airport
Dinangat Airport,DNU,PG-MPL,small_airport
Doini Airport,DOI,PG-MBA,small_airport
Daru Airport,DAU,PG-WPD,medium_airport
Embessa Airport,EMS,PG-NPP,small_airport
Edwaki Airport,XYR,PG-SAN,small_airport
Eliptamin Airport,EPT,PG-SAN,small_airport
Engati Airstrip,EGA,PG-MPL,small_airport
Emo River Airstrip,EMO,PG-NPP,small_airport
Erume Airport,ERU,PG-CPM,small_airport
Meselia Airport,MFZ,PG-WBK,small_airport
Feramin Airport,FRQ,PG-SAN,small_airport
Frieda River Airport,FAQ,PG-ESW,small_airport
Fuma Airport,FUM,PG-WPD,small_airport
Goroka Airport,GKA,PG-EHG,medium_airport
Guari Airport,GUG,PG-CPM,small_airport
Garasa Airport,GRL,PG-MPL,small_airport
Gurney Airport,GUR,PG-MBA,medium_airport
Gusap Airport,GAP,PG-GPK,small_airport
Girua Airport,PNP,PG-NPP,medium_airport
Gasuke Airport,GBC,PG-WPD,small_airport
Habi Airport,HBD,PG-WPD,small_airport
Heiweni Airport,HNI,PG-MPL,small_airport
Honinabi Airport,HNN,PG-WPD,small_airport
Kimbe Airport,HKN,PG-WBK,medium_airport
Haivaro Airport,HIT,PG-GPK,small_airport
Imane Airport,IMN,PG-MPL,small_airport
Kungim Airport,KGM,PG-WPD,small_airport
Imonda Airport,IMD,PG-SAN,small_airport
Ialibu Airport,IAL,PG-SHM,small_airport
Witu Airport,WIU,PG-WBK,small_airport
Yongai Airport,KGH,PG-CPM,small_airport
Losuia Airport,LSA,PG-MBA,small_airport
Kopiago Airport,KPA,PG-HE,small_airport
Kiunga Airport,UNG,PG-WPD,small_airport
Kanainj Airport,KNE,PG-MPM,small_airport
Kikori Airport,KRI,PG-GPK,small_airport
Kerema Airport,KMA,PG-GPK,medium_airport
Kar Kar Airport,KRX,PG-MPM,small_airport
Aropa Airport,KIE,PG-NSB,small_airport
Kuri Airport,KUQ,PG-GPK,small_airport
Kavieng Airport,KVG,PG-NIK,medium_airport
Londolovit Airport,LNV,PG-NIK,small_airport
Lab Lab Airport,LAB,PG-MPL,small_airport
Lowai Airport,LWI,PG-MPL,small_airport
Leron Plains Airport,LPN,PG-MPL,small_airport
Lese Airport,LNG,PG-GPK,small_airport
Long Island Airport,LSJ,PG-MPM,small_airport
Yas Island Seaplane Base,AYM,AE-AZ,seaplane_base
Manari Airport,MRM,PG-NPP,small_airport
Morobe Airport,OBM,PG-MPL,small_airport
Madang Airport,MAG,PG-MPM,medium_airport
Mount Hagen Kagamuga Airport,HGU,PG-WHM,medium_airport
Mougulu Airport,GUV,PG-WPD,small_airport
Mendi Airport,MDU,PG-SHM,medium_airport
Momote Airport,MAS,PG-MRL,medium_airport
Moro Airport,MXH,PG-SHM,small_airport
Misima Island Airport,MIS,PG-MBA,small_airport
Marawaka Airport,MWG,PG-EHG,small_airport
Nankina Airport,NKN,PG-MPM,small_airport
Negarbo(Negabo) Airport,GBF,PG-CPK,small_airport
Manguna Airport,MFO,PG-EBR,small_airport
Kasonombe Airport,KSB,PG-MPL,small_airport
Nomane Airport,NMN,PG-CPK,small_airport
Nambaiyufa Airport,NBA,PG-CPK,small_airport
Nadzab Airport,LAE,PG-MPL,medium_airport
Konge Airport,KGB,PG-MPL,small_airport
Oksapmin Airport,OKP,PG-SAN,small_airport
Komako Airport,HOC,PG-GPK,small_airport
Komaio Airport,KCJ,PG-GPK,small_airport
Koroba Airport,KDE,PG-HE,small_airport
Open Bay Airport,OPB,PG-WBK,small_airport
Pangoa Airport,PGB,PG-WPD,small_airport
Pangia Airport,PGN,PG-SHM,small_airport
Mapoda Airport,MPF,PG-WPD,small_airport
Pumani Airport,PMN,PG-MBA,small_airport
Port Moresby Jacksons International Airport,POM,PG-NCD,large_airport
Sopu Airport,SPH,PG-CPM,small_airport
Sialum Airport,SXA,PG-MPL,small_airport
Rumginae Airport,RMN,PG-WPD,small_airport
Karimui Airport,KMR,PG-CPK,small_airport
Maramuni Airport,MWI,PG-EPW,small_airport
May River Airstrip,MRH,PG-ESW,small_airport
Suabi Airport,SBE,PG-WPD,small_airport
Simberi Airport,NIS,PG-NIK,small_airport
Sila Airport,SIL,PG-NPP,small_airport
Sabah Airport,SBV,PG-NSB,small_airport
Simbai Airport,SIM,PG-MPM,small_airport
Selbang Airport,SBC,PG-WPD,small_airport
Sepik Plains Airport,SPV,PG-ESW,small_airport
Sauren Airport,SXW,PG-WBK,small_airport
Masa Airport,MBV,PG-MPL,small_airport
Tari Airport,TIZ,PG-HE,small_airport
Tabubil Airport,TBG,PG-WPD,small_airport
Tapini Airport,TPI,PG-CPM,small_airport
Tokua Airport,RAB,PG-EBR,medium_airport
Tekin Airport,TKW,PG-SAN,small_airport
Tep Tep Airport,TEP,PG-MPM,small_airport
Tsewi Airport,TSW,PG-MPL,small_airport
Tarakbits Airport,TRJ,PG-WPD,small_airport
Tawa Airport,TWY,PG-MPL,small_airport
Tekadu Airport,TKB,PG-MPL,small_airport
Aiyura Airport,AYU,PG-EHG,small_airport
Umba Airport,UMC,PG-MPL,small_airport
Uroubi Airport,URU,PG-NPP,small_airport
Upiara Airport,UPR,PG-WPD,small_airport
Uvol Airport,UVO,PG-EBR,small_airport
Talasea Airport,TLW,PG-WBK,small_airport
Torembi Airport,TCJ,PG-ESW,small_airport
Vanimo Airport,VAI,PG-SAN,medium_airport
Tonu Airport,TON,PG-NSB,small_airport
Wabo Airport,WAO,PG-GPK,small_airport
Wapenamanda Airport,WBM,PG-EPW,medium_airport
Wawoi Falls Airport,WAJ,PG-WPD,small_airport
Wewak International Airport,WWK,PG-ESW,medium_airport
Wonenara Airport,WOA,PG-EHG,small_airport
Wakunai Airport,WKN,PG-EBR,small_airport
Wasu Airport,WSU,PG-MPL,small_airport
Woitape Airport,WTP,PG-CPM,small_airport
Wau Airport,WUG,PG-SAN,small_airport
Yeva Airport,YVD,PG-MPL,small_airport
Sim Airport,SMJ,PG-MPL,small_airport
Weam Airport,WEP,PG-WPD,small_airport
Arugam Bay SPB,AYY,LK-5,seaplane_base
Yalumet Airport,KYX,PG-MPL,small_airport
Yasuru Airport,KSX,PG-MPL,small_airport
Zahn's Airport,AYZ,US-NY,closed
Wasum Airport,WUM,PG-WBK,small_airport
Zabrat Airport,ZXT,AZ-BA,medium_airport
Lava Falls Heliport,HAE,US-AZ,heliport
Amazon Bay Airport,AZB,PG-CPM,small_airport
Bali Airport,BAJ,PG-WBK,small_airport
Baibara Airport,BAP,PG-CPM,closed
Branson Airport,BKG,US-MO,small_airport
Baca Grande Airfield,BCJ,US-CO,closed
Bambu Airport,BCP,PG-MPM,small_airport
Benguera Island Airport,BCW,MZ-I,medium_airport
Milyakburra Airport,BCZ,AU-NT,small_airport
Willmar Municipal -John L Rice Field,ILL,US-MN,small_airport
Baindoung Airport,BDZ,PG-MPL,small_airport
Bereina Airport,BEA,PG-CPM,closed
Berlin Brandenburg Airport (U.C.),BER,DE-BR,closed
Malevo Airport,HKV,BG-26,small_airport
Bezmer Air Base,JAM,BG-28,medium_airport
Aasiaat Airport,JEG,GL-U-A,medium_airport
Aappilattoq (Qaasuitsup) Heliport,AOQ,GL-U-A,heliport
Tasiilaq Heliport,AGM,GL-U-A,heliport
Alluitsup Paa Heliport,LLU,GL-U-A,heliport
Attu Heliport,QGQ,GL-U-A,heliport
Narsarsuaq Airport,UAK,GL-U-A,medium_airport
Qasigiannguit Heliport,JCH,GL-U-A,heliport
Neerlerit Inaat Airport,CNP,GL-U-A,small_airport
Dundas Airport,DUN,GL-U-A,closed
Eqalugaarsuit Heliport,QFG,GL-U-A,heliport
Godthaab / Nuuk Airport,GOH,GL-U-A,medium_airport
Qeqertarsuaq Heliport,JGO,GL-U-A,heliport
Iginniarfik,QFI,GL-U-A,heliport
Ikerassaarsuk Heliport,QRY,GL-U-A,heliport
Ilimanaq Heliport,XIQ,GL-U-A,heliport
Innarsuit Heliport,IUI,GL-U-A,heliport
Isortoq Heliport,IOQ,GL-U-A,heliport
Ikamiut Heliport,QJI,GL-U-A,heliport
Qaqortoq Heliport,JJU,GL-U-A,heliport
Ilulissat Airport,JAV,GL-U-A,small_airport
Kangaatsiaq Heliport,QPW,GL-U-A,heliport
Kulusuk Airport,KUS,GL-U-A,small_airport
Kuummiut Heliport,KUZ,GL-U-A,heliport
Kullorsuaq Heliport,KHQ,GL-U-A,heliport
Kangersuatsiaq Heliport,KGQ,GL-U-A,heliport
Kitsissuarsuit Heliport,QJE,GL-U-A,heliport
Maniitsoq Airport,JSU,GL-U-A,small_airport
Nanortalik Heliport,JNN,GL-U-A,heliport
Narsaq Heliport,JNS,GL-U-A,heliport
Niaqornat Heliport,NIQ,GL-U-A,heliport
Nuussuaq Heliport,NSQ,GL-U-A,heliport
Bongo Airport,BGP,GA-8,small_airport
Paamiut Airport,JFR,GL-U-A,small_airport
Qeqertaq Heliport,QQT,GL-U-A,heliport
Qaanaaq Airport,NAQ,GL-U-A,small_airport
Ittoqqortoormiit Heliport,OBY,GL-U-A,heliport
Kangerlussuaq Airport,SFJ,GL-U-A,medium_airport
Siorapaluk Heliport,SRK,GL-U-A,heliport
Saarloq Heliport,QOQ,GL-U-A,heliport
Sisimiut Airport,JHS,GL-U-A,medium_airport
Savissivik Heliport,SVR,GL-U-A,heliport
Tasiusaq (Qaasuitsup) Heliport,TQA,GL-U-A,heliport
Thule Air Base,THU,GL-U-A,medium_airport
Tiniteqilaaq Heliport,TQI,GL-U-A,heliport
Upernavik Airport,JUV,GL-U-A,small_airport
Uummannaq Heliport,UMD,GL-U-A,heliport
Qaarsut Airport,JQA,GL-U-A,small_airport
Ukkusissat Heliport,JUK,GL-U-A,heliport
BahÃ­a de los Ãngeles Airport,BHL,MX-BCN,small_airport
Brighton Downs Airport,BHT,AU-QLD,small_airport
Akureyri Airport,AEY,IS-6,medium_airport
Bildudalur Airport,BIU,IS-4,small_airport
BorgarfjÃ¶rÃ°ur eystri Airport,BGJ,IS-7,small_airport
BakkafjÃ¶rÃ°ur Airport,BJD,IS-6,small_airport
Hjaltabakki Airport,BLO,IS-5,small_airport
BÃºÃ°ardalur Airport,BQD,IS-3,small_airport
BreiÃ°dalsvÃ­k Airport,BXV,IS-7,small_airport
DjÃºpivogur Airport,DJU,IS-7,small_airport
EgilsstaÃ°ir Airport,EGS,IS-7,medium_airport
FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,FAS,IS-7,small_airport
FagurhÃ³lsmÃ½ri Airport,FAG,IS-7,small_airport
GrundarfjÃ¶rÃ°ur Airport,GUU,IS-3,small_airport
GjÃ¶gur Airport,GJR,IS-4,small_airport
GrÃ­msey Airport,GRY,IS-6,small_airport
HÃ³lmavÃ­k Airport,HVK,IS-4,small_airport
HornafjÃ¶rÃ°ur Airport,HFN,IS-8,medium_airport
Holt Airport,FLI,IS-4,small_airport
HÃºsavÃ­k Airport,HZK,IS-6,medium_airport
KrÃ³kstaÃ°armelar Airport,HVM,IS-5,small_airport
IngjaldssanÃ°ur Airport,HLO,IS-4,small_airport
ÃsafjÃ¶rÃ°ur Airport,IFJ,IS-4,medium_airport
Biliau Airport,BIJ,PG-MPM,closed
Keflavik International Airport,KEF,IS-2,large_airport
KÃ³pasker Airport,OPA,IS-6,small_airport
SauÃ°Ã¡rkrÃ³kur Airport,SAK,IS-5,small_airport
NorÃ°fjÃ¶rÃ°ur Airport,NOR,IS-7,small_airport
ÃlafsfjÃ¶rÃ°ur Airport,OFJ,IS-6,small_airport
PatreksfjÃ¶rÃ°ur Airport,PFJ,IS-4,small_airport
ReykhÃ³lar Airport,RHA,IS-4,small_airport
Rif Airport,OLI,IS-3,small_airport
RaufarhÃ¶fn Airport,RFN,IS-6,small_airport
Reykjavik Airport,RKV,IS-1,medium_airport
ReykjahlÃ­Ã° Airport,MVA,IS-6,small_airport
SiglufjÃ¶rÃ°ur Airport,SIJ,IS-6,medium_airport
StykkishÃ³lmur Airport,SYK,IS-3,small_airport
Ãingeyri Airport,TEY,IS-4,small_airport
Thorshofn Airport,THO,IS-6,small_airport
Vestmannaeyjar Airport,VEY,IS-8,medium_airport
VopnafjÃ¶rÃ°ur Airport,VPN,IS-7,small_airport
Bimin Airport,BIZ,PG-SAN,closed
Baleela Airport,BJE,SD-13,small_airport
Bahja Airport,BJQ,OM-WU,small_airport
Bentota River Waterdrome,BJT,LK-1,seaplane_base
PriÅ¡tina International Airport,PRN,XK-01,large_airport
Bomai Airport,BMH,PG-CPK,small_airport
Bamburi Airport,BMQ,KE-300,small_airport
Bamu Airport,BMZ,PG-WPD,small_airport
Baranof Warm Springs Float and Seaplane Base,BNF,US-AK,seaplane_base
Bodinumu Airport,BNM,PG-CPM,small_airport
Baganga airport,BNQ,PH-DAO,closed
Bundi Airport,BNT,PG-MPM,small_airport
Boana Airport,BNV,PG-MPL,closed
Banz Airport,BNZ,PG-JI,closed
Rurenabaque Airport,RBQ,BO-B,small_airport
Baures Airport,BVL,BO-B,small_airport
Bolling Air Force Base,BOF,US-DC,heliport
Brookings Airport,BOK,US-OR,small_airport
Boku Airport,BOQ,PG-NSB,closed
Bosset Airport,BOT,PG-WPD,small_airport
Boang Airport,BOV,PG-NIK,small_airport
Batuna Aerodrome,BPF,SB-WE,small_airport
Bartlett Cove Seaplane Base,BQV,US-AK,seaplane_base
TucumÃ£ Airport,TUZ,BR-PA,closed
Alenquer Airport,ALT,BR-PA,small_airport
Suia-Missu Airport,SWM,BR-MT,closed
Whitesburg Municipal Airport,BRG,US-KY,closed
Bimini North Seaplane Base,NSB,BS-BI,seaplane_base
Bensbach Airport,BSP,PG-WPD,small_airport
Besakoa Airport,BSV,MG-M,small_airport
Bulolo Airport,BUL,PG-MPL,small_airport
Bolovip Airstrip,BVP,PG-WPD,closed
Esperadinha Airport,BVR,CV-S,small_airport
Hukuntsi Airport,HUK,BW-KG,small_airport
Bawan Airport,BWJ,PG-MPL,small_airport
Bewani Airport,BWP,PG-SAN,small_airport
Blue Lagoon Seaplane Base,BXL,FJ-W,seaplane_base
Bunsil Airport,BXZ,PG-MPL,small_airport
Boundary Airport,BYA,US-AK,small_airport
Bella Yella Airport,BYL,LR-LO,small_airport
Beira Lake Seaplane Base,BYV,LK-1,seaplane_base
Hector Silva Airstrip,BCV,BZ-CY,small_airport
Big Creek Airport,BGK,BZ-SC,medium_airport
Caye Caulker Airport,CUK,BZ-BZ,medium_airport
Caye Chapel Airport,CYC,BZ-BZ,medium_airport
Corozal Municipal Airport,CZH,BZ-CZL,medium_airport
Dangriga Airport,DGA,BZ-SC,medium_airport
Independence Airport,INB,BZ-SC,small_airport
Melinda Airport,MDB,BZ-SC,small_airport
Orange Walk Airport,ORZ,BZ-OW,small_airport
Placencia Airport,PLJ,BZ-SC,medium_airport
Punta Gorda Airport,PND,BZ-TOL,medium_airport
Sartaneja Airport,SJX,BZ-CZL,medium_airport
San Pedro Airport,SPR,BZ-CY,medium_airport
Matthew Spain Airport,SQS,BZ-CY,small_airport
Santa Cruz Airport,STU,BZ-CZL,small_airport
Silver Creek Airport,SVK,BZ-SC,small_airport
Belize City Municipal Airport,TZA,BZ-BZ,medium_airport
Bazaruto Island Airport,BZB,MZ-I,medium_airport
Bemolanga Airport,BZM,MG-M,small_airport
Buzzards Point Seaplane Base,BZS,US-DC,closed
Blissville Airport,YYS,CA-NB,closed
Clinton Creek Airport,YLM,CA-YT,closed
Deception Airport,YGY,CA-QC,closed
Lady Franklin Point Airport,YUJ,CA-NU,closed
Lupin Airport,YWO,CA-NU,closed
Moose Lake Airport,YAD,CA-MB,closed
Mould Bay Airport,YMD,CA-NT,closed
Paradise River Airport,YDE,CA-NL,closed
Rivers Airport,YYI,CA-MB,closed
Saglek Airport,YSV,CA-NL,closed
Terrace Bay Airport,YTJ,CA-ON,closed
Winisk Airport,YWN,CA-ON,closed
Stuart Island Airstrip,YRR,CA-BC,small_airport
Mary River Aerodrome,YMV,CA-NU,small_airport
Bedwell Harbour Seaplane Base,YBW,CA-BC,seaplane_base
Tofino Harbour Seaplane Base,YTP,CA-BC,seaplane_base
Bronson Creek Airport,YBM,CA-BC,closed
Alice Arm/Silver City Seaplane Base,ZAA,CA-BC,closed
Nanaimo Harbour Water Airport,ZNA,CA-BC,seaplane_base
Trail Airport,YZZ,CA-BC,small_airport
Merritt Airport,YMB,CA-BC,small_airport
Campbell River Seaplane Base,YHH,CA-BC,seaplane_base
Whistler/Green Lake Water Aerodrome,YWS,CA-BC,seaplane_base
Bamfield Seaplane Base,YBF,CA-BC,seaplane_base
Big Bay Seaplane Base,YIG,CA-BC,seaplane_base
Chilko Lake (Tsylos Park Lodge) Airport,CJH,CA-BC,small_airport
Pender Harbour Seaplane Base,YPT,CA-BC,seaplane_base
Ocean Falls Seaplane Base,ZOF,CA-BC,seaplane_base
Courtenay Airpark,YCA,CA-BC,small_airport
Creston Valley Regional Airport - Art Sutcliffe Field,CFQ,CA-BC,small_airport
Anahim Lake Airport,YAA,CA-BC,small_airport
Douglas Lake Airport,DGF,CA-BC,small_airport
Fort MacKay/Albian Aerodrome,JHL,CA-AB,small_airport
Tahsis Seaplane Base,ZTS,CA-BC,seaplane_base
Duncan Airport,DUQ,CA-BC,small_airport
Port Simpson Seaplane Base,YPI,CA-BC,closed
Sechelt-Gibsons Airport,YHS,CA-BC,small_airport
Kitkatla Seaplane Base,YKK,CA-BC,seaplane_base
Powell Lake Seaplane Base,WPL,CA-BC,seaplane_base
Qualicum Beach Airport,XQU,CA-BC,small_airport
Port Mcneill Airport,YMP,CA-BC,small_airport
Rivers Inlet Seaplane Base,YRN,CA-BC,seaplane_base
Sullivan Bay Seaplane Base,YTG,CA-BC,seaplane_base
Mansons Landing Seaplane Base,YMU,CA-BC,seaplane_base
Mayne Island Seaplane Base,YAV,CA-BC,closed
Bella Bella/Shearwater Seaplane Base,YSX,CA-BC,seaplane_base
Ganges Seaplane Base,YGG,CA-BC,seaplane_base
Hartley Bay Seaplane Base,YTB,CA-BC,seaplane_base
Cache Creek-Ashcroft Regional Airport,YZA,CA-BC,small_airport
Bella Bella (Campbell Island) Airport,ZEL,CA-BC,small_airport
Cherrabun Airport,CBC,AU-WA,small_airport
Telegraph Creek Airport,YTX,CA-BC,closed
Alberni Valley Regional Airport,YPB,CA-BC,small_airport
Bob Quinn Lake Airport,YBO,CA-BC,small_airport
Tungsten (Cantung) Airport,TNS,CA-NT,small_airport
Tumbler Ridge Airport,TUX,CA-BC,small_airport
Williams Harbour Airport,YWM,CA-NL,small_airport
Postville Airport,YSO,CA-NL,small_airport
Black Tickle Airport,YBI,CA-NL,small_airport
St. Lewis (Fox Harbour) Airport,YFX,CA-NL,small_airport
Port Hope Simpson Airport,YHA,CA-NL,small_airport
Rigolet Airport,YRG,CA-NL,small_airport
Diavik Airport,DVK,CA-NT,small_airport
Doris Lake,JOJ,CA-NU,small_airport
Fairview Airport,ZFW,CA-AB,small_airport
Hinton/Jasper-Hinton Airport,YJP,CA-AB,small_airport
WhatÃ¬ Airport,YLE,CA-NT,small_airport
Grande Cache Airport,YGC,CA-AB,small_airport
Drayton Valley Industrial Airport,YDC,CA-AB,small_airport
Fort McMurray / Mildred Lake Airport,NML,CA-AB,small_airport
Conklin (Leismer) Airport,CFM,CA-AB,small_airport
St. Paul Airport,ZSP,CA-AB,small_airport
Taltheilei Narrows Airport,GSL,CA-NT,small_airport
Macmillan Pass Airport,XMP,CA-YT,small_airport
Great Bear Lake Airport,DAS,CA-NT,small_airport
Fort Mackay / Firebag,YFI,CA-AB,small_airport
WekweÃ¨tÃ¬ Airport,YFJ,CA-NT,small_airport
Donnelly Airport,YOE,CA-AB,small_airport
Cheadle Airport,TIL,CA-AB,small_airport
Okoyo Airport,OKG,CG-8,small_airport
Craig Seaplane Base,CGA,US-AK,seaplane_base
Cape Gloucester Airport,CGC,PG-WBK,small_airport
Casiguran Airport,CGG,PH-AUR,small_airport
Gahcho Kue,GHK,CA-NT,small_airport
Chinguetti Airport,CGT,MR-07,closed
Circle Hot Springs Airport,CHP,US-AK,small_airport
Chomley Seaplane Base,CIV,US-AK,seaplane_base
Laurie River Airport,LRQ,CA-MB,small_airport
